VOICES_ID_NO,DOC_SERIES,DOC_REF_NO,PLEADING_TYPE,LONG_TITLE,SHORT_TITLE,GENDER_CODE_PLAINTIFF,GENDER_CODE_DEFENDANT,DATE_RANGE,THEME(S),PLEADING_TEXT,IMAGE_LINK,FREETEXT_NOTE
,R,104,,Fragment of answer of Margaret and Walter Dongan to Patrick Crosbye,,,,,,"The Aunswer of margerett donga & walter dongn and Are
 das to the byll of Pattritt Crossbye
 i defendantes, and saithe that the matter of the Bill contaynithe noo trouthe nether is the
 ter as the pleatiffes showe any sufficient Causse to ennable the Iesdcte of this
 Aer answer the said Margerett & walter saithe that the Complaynant had nent aunye leafed
 to the warrantes if ther nee en defender any suche byllis tycketh or warrantes to the
 d den sue byll tycketh & warrantes to the saide plentyff
 I ill Pismy synethe dyd the sayde Jhon euer
 is dongaine intityll any suche suppossed.
 Nhowe longe sethens he delyveryd the supposyd
 sayd thene in his leyf teyme wherby hitt
 all lyckled iff anny suche delyuere weare¬
 inge the Receit of so weghtyamatter
 o he sayd thone tow ore thre dais
 I stocke withe the sayde
 t one should challeng
 ae by all lyckled he
 both nether dyd
 kett ore tyketh
 this chamber
 ett ffurther
 vexacione
 xt to",14_AUGUST_24,
,R,105,,James Doben to Margaret Barron (?),,,,,,"The nnswhare of Janes obnste ign st kppn beld
 The defendant seveinge to tyme aill advyntadges as well to thinsufficiency of the bill, as to the fursdicion of this moost humorathle ourte for answered
 the enple mencyoned in the bill to others, without thatt, that the defendante have taken the same Caples or any of their as in the bill
 acres of corne compvised in the bill to be of the quantitie therin mencyoned he saithe that the hole quantite of corne growinge in of
 sestufore deathe wich noe more but xlij peckes of seuerall kyndes of corne which aftere the seuerance therof was devided betwene the
 by which the compl hade in setisfaccion of hir full porcion xj~ peckes (wherwithe she was contented and the defendant hade for his
 which weare devised to him by the said Richard and the Remenate of the said corne the rest of the said excecmtors him for theire &
 suche moytie of corne as in the bill is surmysed and as for the acre and stange of errabe lande, the acre of medowe, and the
 the same longe before the said Richarde deathe did growe and deponde betwene the defendnt of thone partie and the said Richard and t
 for (which controuersie the said parties submitted them selves to thorder adwarde and fynall determynacion of Edmonde arlande
 sherlocke of Themstowne aforsaid burgesses, for abyduinge and performance of any oher adwarde, or fynall determynacion so
 compl was sworne vpon the shole evangelist. which arbittrors takinge vpon them the chardge of acbitterment in the said
 did breece and adwarde that the said Richard should have & possesse and enioye the said Arrabelo lande medowe and orchyard
 contynve for longe, and after his deceasse the same arrable ande pefive and ordhyar to Remayne to the defendantes and massignees
 therof by force wherof the said Richard enioyed the arrablie lande medowe and dyyard aforsaid duringe his life, and suster &
 vertiuge of the said ordere and hitherto hathe enidoyed the same to his vse as lawefull was for him to doe, without that, the ⁁
 devsed the nrable lande medowe and orchynce aforsaid to the defendant & if be hidde soe done, the same was of noe force in lewe ff
 therin but During his lyfe The defendant ferther saithe that the said intrest for years of the arrabie lande medowe and
 resietaue gent by a former conveighaunce of the said acres and orchyard vnto him midshoper Gerrotmacody of whome the said intr
 dobten this defendant hathe And as to the packe or gardene mencyoned in the all the defendant vtterly disclaymethe therin or
 to the punned the defendes saithe that the same was layed in pawme for certain mony by the said Richard in his lyfe tyme with
 defendant (hathe taken the same, or the yard of clothe comprised in the bill as in the same moest vntrulye is alledged And
 crokebyo
 defdnt saithe that he suspected the comp̅lt of fellony wherfore he gave his ordynary hee to the portreve to arrest the complt
 the cectreve Tave sone accordingly and the compl thervpon beinge committed to gaole and there Remyninge prisoner
 and eschaped athar without that that the defendant of displeance procured the compl to be incested or imprisoned s noste
 for and without that pece",14_AUGUST_24,
,R,117,,Elizabeth Casshell to Robt. Bathe,,,,,,"h o the esue of t aethn Casse le
 the ensle te os t he
 t hervnto cameth the said defendantes saith that the said Thomas Bathe dyed xxxvj yeares sazees & that ademand
 of movalle goodes sf longe slept is now varnely awaked consideringe that most of the Loodes mencioned therein
 if they weare) not removed or disposed might rott and soe Consamed, And wihall the defendant denieth & that her
 said husband had the parcells or kindes of goodes & stuffe mennioned in the bill or that such of them as he hade
 t n he had wiares of the value price or nithrset down by the plaintiff &if they wtre yt is ii the
 dchardaable therewith for that she is not executrix of her said husband, as in the bill is mistaken
 fortest his death one Edmond Hambne of drogheda merchant sued the administracion of his godses, Ath
 Charde anistred the same & the defendant had no parte of them but what she hade by the deliueried
 or appentatle of the said Edmond for the relife of her self & three insaith that she had by the said
 i homand ne sich godes as w consisted most of housholdstaffe which the said plaintiff toke out of the house
 and Commbld to his owne vse, the defendant saeth that her said husband at the tyme of his death was
 soosoessed of house in drogheda for many yeares then vnexpoed which tearme was worth li ste
 no hich halle the said plaintiffe vntred Eminyed & disposed thereose at his ppleasure so as he defehte
 possessed himself of more then he demaundeth admittinge that the said contained in the said bonde
 weare due & it weare, or be due, the defendant saith that thexecutors or administrators of Thomas
 fith Gimons o whom the same was acknowledged must demaundes the same & ntt the plaintiff as heis
 Confesteth which Ixecutor or administrator, he must seke & finde out rather then drive this defendant
 Contrary to lawe adonscience to answere hime hall which matters she is reder to answer withat
 that ther defendant aher is possessed of any parte of this goodes that the said husband hande
 other them in mane aforsaid and without that she was or is executrixe of the last wa
 on nstament of thesad Thomas Bathe & without that any other matter contained in the
 h suste here saythe dein tes auts th a deyded t t
 By vertue of ther Mmaiesies Cmisseyon of dedung potestantains to vs ndiierted wt the aylses off the x mesh
 le
 dondalke hau taken the other or affiret of thaboue named ad lrabeth Casshell that ther contentes of her
 aunswer aboudte writtine to ther knlselege and tha as fuitt esseth of manies & seath the vjᵗʰ of ad",14_AUGUST_24,
,R,122,,Jane Sutton to William Sutton,,,,,,"T he esses of Jone Grton to the Comp̅lnt of william Sceya
 The defendant, saving to her all advantages of exceptid to the insufficiency & vnterteintie of the bill for n yer saithe
 that thear is noe such custom as the plet alleageth but for further declaringe of the truthe saithe that the Custom of
 Cuntry is that the ser & heire of any diuny within that Cuntie should haue chinfe or herlomes & not the cousen & heire h an
 verrethe that the plaintlet is consen T heire vnto the saide Geralt Sutton the ancestor & not son & heire & if theare weare
 any suche custom the defendant denieth that she had an suche syluer salt with a cour parcell gilt or a big silven yees parcell
 gltorastandinge boll with his cover parcell gylt or any suche syluer geonge with his con parcell gylt or anny such syloe
 spaid parcell gylt or any suche mortell with his pistell or aiie such diaper table clothe, and if she had the pet
 if he weare by the custom to haue herlomes he is to haue of the plate but one parcell & of the Corne but one sucy
 & of the dowes but one Cawe & of the mares & gerrans but one gerran & of smale thinges nothinge & for further answer
 saithe that her said husband was in debted vnto Perse Butlet & vnto walter Archer of new Rosse gent in the some
 of goest by his bond obligatory and all the good which her died possesson of did not amount to the value of the said
 he
 som which somes of 400£ st the defendant hathe satisfied & payed, and averrethe that she had no good aboue that allu
 if any shee had they weare taken from her by the rebles whoe scaled ther felfe house whearin shedwelled
 & toke & led with them bothe her selfe as prisoner & all the goodes & chattells she had all which matters as
 without that that theareis auny suche custome as the plaintifft alleagethe, & without that that the defendant
 had the parcells of plates cett dorne in the bill or without that that he the custom sheare rsure
 due whe one pacels of the plate hene seafe of the Corne & one gordan be mare the mmanes &
 without that et",14_AUGUST_24,
,R,124,,Sir Christopher Bellewe knt. and Dame Katherine his wife to William Thomas Micheal and Christopher Dillon,,,,,,"The Answeare of S christfor Bellewe knight and dane ka therag his wieffe defendant to the sid
 Comp̅lt of William dilliam Thomas dillon Michaell dillor nd vpofor dillon Complt
 fhe said defendant saweinge to themselves all advantages of excepcions that may be taken to hacertentie and insufficiency of the said bill for Answeare tarevnto sayd
 that they thake it to be true, that Arlande Wherin the said bill sepecified was possessed of the Nuury of older, and of the Rectory of Sᵗ Bridgeth of
 Peder for such tearmes of yeares as in the said bill is expressed, and that the said Arlandes did deuise the premisses to George Harvie, and reserve the rent
 vppon the said demise as in the said bill is also expreshed And the said defendant further say that the said Sir Roberte dillin towardes he bively hoade
 And wparte of a ffoynt for the said daie taherine did acquire and puchase the Renucion of the preaisses to himself) and the said Ladie kiherine
 for searme of theire twoe lives the Remayne to Burthalmewe dillon eldest sonne of the said Sir Roberte and the heires males of his boodie lawefully
 begitten with diuers Remayndrs over and not in his owne name onely as in the said bill is alledged. And the said defendant further say that they haved
 hard that there was a Communicacion betweene the said Sir Roberte dittion and the said Arlande concerninge the praunteinge and surrenderinge of
 the said Alland estate and interest in the premishes to the said Sir Roberte and the said dame katherine (one of hese defendant) for the Consideracion in the said Rill
 expressed, but whether the said graunte and surrender were perfected and made in the liffe tyme of the said Sir Roberte these defendant doe not knowe And farrer
 say that if the said graunte and surrende had beene made to the said Sir Roberte aboue, as in truth it was not the said rent in the said bill mencioned had yo hade
 fither beene extiagnished or els in him the said Sir Roberte in an other Course then as a Chattell so as hee could not by his will devise the same as vppon heareinge of he ca
 shalbe made manifest And these defendant further say that the said bargaine with the said Arlande for his interest in the premisses was ever intended to enore as a surrend
 Iand not otherwie and aswell to the benefit of the said daumie katherne as of the said Sir Roberte and not otherwise. AAnd the said defendant farther say that the said dande
 kahering after the death of the said Sir Roberte not being well able to prove the said bargaine of graunte and surrender made by the said Arlande to the said Stoberte
 ille and the said adde tatwerme nor to either of them, she the said dame fatferine did bouafide obteyne at the handes of the said gearge vsher sadministrators of
 the said Twene agrante and surrended of his estate in the premisses, notwithstandinge which graunte the said georges Josher did afterwardes contrary to his said
 graunte take tie profitte of the premishes, wherevppon the said defendant were Constreyned to Commence suite against the said george, vsher in this honorable Courte, in the ⁁
 peaadges of whih urse the true state of the cause was declared, and therevppon a depree after manie heareinges was given in this honorable Courte for the said
 lesinglrt the said sgeorge oher vz that the defendant should vecoer against the said ghorge all such interest tytle and tearme of yeares then to comes
 nexoes as the said Acland or the said georges as administrator of the said Arlande or otherwise had in Reuercion in the towne and
 bandes of Bdds boud that the said geargn Usher should soe thereof exchaded altogether, and that the said defendant should receive perceive andit
 take the Renteh fultevall vppon the said Hurvies leasse direaeo the resured of the stearne demissed to the said Darpie, and out of the same should pay
 the Rentes to yer kings Maieste as (by die yeiree of this honorable Courte shall and aayappe o decree as mate vppon a good graunde and vppon the declaracion
 of the true state of the hedt and not vppon insinformacion or want of inforracionas in the said bill is aleded And also the said suite wherevppon
 the said decree was grounded was proiecuted bonafide, and not by Collsou in the said bill is most vntruely alleded Without hat
 that the agreement betweene the said Sir Roberte didon and the said Arlarnde vter was in such manner and forme as in the said billns
 alled eil, or batt an pestate of the said Rent was past to thie said Sir Locte deten or that hee was here of posheshed in mannor and forme a
 in the said bill is alledged or that the said ladie katherine and geores her did Conspire and Combyne to leprive or disapoynte the
 Comnld of the said five poundes seaventeene shillinges six pence rent, or thate the said Sir Roberte did ys could dedvise the said Rent to the
 Compl or that the said Sir Roberte did acquire or purchase the Reacion of the premisses in his owne same alone, as in the said bill is
 alledged. And without that that any other matter or thinge matteras of the said bill Confeyded and hereby not Confessed and
 avoyded trauersed or deayed is true Cull which matters those defendant are realue to averr and plove as this honorable Courte shall awa
 nd prayeed to bhe did saused theire st",14_AUGUST_24,
,R,130,,John Large to William Knoules and Katherin his wife,,,,,,"T he sash Je lang to the Bll of william
 kooles and tatherin his wiffe
 Thervnto comete the said John large and sathing his exceptions to thensufficiency of the bill for answer he saith, that he hath
 satisfied, and paied vnto the said thomas kelly of the said som at one tyme plosty, and at another tym satisfied also vnto hige
 and his wige ⁁
 xxiiijst and also paied to willam miller dente the som of iiij£ xˢ str in discharg of the said Thomas kelly for aquarter
 of acergo rent due vpon the said Thomas for the office of Sercher and gager demised to the said Thomas by the said
 illiam miller and Richard griffyn, All whiciam amounting to vij£ xiiijˢ he hath satisfyed and the residue being but part of
 the defendant is redy to pay and satisfy sfoes the complt will dellauer vnto hym safstyan dublett cut vpon Richeassen
 certen coftes laund and other lynen to the value of iij which he delliuered to the said Thomas kelly and Cam to the
 posession of the comp̅lt as admynistrators All which matters he is redy to aver and perow without that eny other matter
 the byll not confessed is true",14_AUGUST_24,
,R,136,,"John Galway fitzWalter (of Cork) to ( ) Roche and Anstace his wife with attached commission to Philip Gould, Archdeacon of Cork",,,,,,"sah n t the Tnt
 B te es
 h id st confeninge ae tymg matteriall hothe frh e be ane saeth that the said billis
 eef dyewnde tod hunbedge nd ore of t borad betiealnar further say thed
 yfod his ferent in complnt John Audworres to this s t uessae weare denantes ad
 ofo the rest of the said Lardelwals sould of two xy of the one ayth prees of the sa hable lound in his demet
 as of hr, and sovesed died auetlie sered thereof after and by ehe defend the said twos the sayd fourth Bre isdnt
 vnto malter Gullney father to the defendant hys sam and heare of the Jif Adan and tther waster ue tnnthead
 was stisede thereof in his demeasne as of fe and being so seised didhereof itie so safter and ho wysese ta
 snd two pure of the said firstes past of knochezen ddifesspved vnto the said Sls Sillwey this defendant as and vd fo
 the said walter and by reason of the defendantes mnditty at the tm of hh said ffrtord death n
 by office that his said father died her miestes tenante of ceteyne lade o copeod thhe said Rrvtt oh od
 pset with the rest of this defendauntes inheritance was s the Maieses is theye of tis defendant hid
 lunde gamitee by sd prentes vnto John mmaghe esques deceased late seuand Smrn mancise wholdm force rede of
 was ee vnde of the said two partes of the said fourth rte of thore n dan there of ands t
 b the defendant about ths peares past Lene sued his lende out ory thender thean
 Mlate
 ath entred into them and two partes of the said for the ort of im bet haely
 in he demearne as osf see as son and speire to his said pao n s of the said dante
 Einghtrea on tacon with undrew Wallay o walte of to one ars houlde o Gehat into ae
 tenandes in wne of the peste thereof he also saieth that the said nddeponeteh (to this groundtather wesarde
 bond by the defendant ea o the eet And of the said Cistn any fonge had b the sad land
 of o chereaiis his bendinge thhs efendant ma and being eoare s at thead thereof beinge in the aah
 fay othe said canonleefendae was as in the and soule toore of xx£ of nut the tyme of the sand
 death so as if he had die seised thereof sam madneso not hut ay or highses statl the sid defendant
 h the aid the for any same eat sed the said athrao c adeth the defendant
 of reas of avr and rove as this honnorasralle Courte And Award without that that has en Gallnde ang
 suche feetment to the said chripoe Gallw as the byll impoyteth an wwhent to a thastf the ieeehd
 sorce of any suche oiles and died seised or that the said dplaintiff was lawe fore s and tyme ffrstorn
 enight be sfered disseised as likwise in the said bill is vl surmised aand But the nd vide
 The praund father was seisbed of any greate qfuanty thereof then inhveint be es to this defent
 osod to be deigner be this defendant the therevnto saieth that the was to of that man fwith
 And th beuly ae therevnto But in dischardes of his duties hi sait ffallay (of nis depnant not
 bytsf any sche deed as the bill conteyne the saieth that himself y an thidee id emena e
 hath not the poste soye of any deedwese fr fememte tmade e o th and th
 suche dod has where and thereof evercion as he nfended lynathe sad od frth fete o
 re th said defendant oi id th s deen t h
 aid possassed o being the mall
 the ground toavd the said and heere of urand hoe e
 t which made ed defendant as e tis one
 without thato tha nd toe battene aid a o ons han
 sid fromsessed an otdedas f ti efennto
 the defendant whde sefendant",14_AUGUST_24,
,R,136,,"John Galway fitzWalter (of Cork) to ( ) Roche and Anstace his wife with attached commission to Philip Gould, Archdeacon of Cork",,,,,,"th t e s t tes e e o h s e td & tt Ce sad e id T wth e h Srey Jyh diecee de eed
 Alem Secatis odnoo de vrie fidelitat Tircadspocion & Indastr ad plaind confident Adunms Rovis plaand potesens & tne to pam oloue
 ondocans John Oaledey fier wattesed Corkes & Rospons goine his our bill him beannes Reprendes Typose sassone
 so Gogoe Cie clpta & iecept paid Johan Chp vorttar ausd respous Suha Sru Asamant ilnd recovie respons peyolie
 hic apenobis in Eane maiestie hivme in Gastno o Quntar xy furme Sub eigill vnd insgint claus diseince &ctipte deae
 f h hf hefie Cesir soih y sie to bis Cetelle the said petes & hedes et h the haid no hy see he hd e
 The Jeuatereenic hioie Aone dublin xxijᵒ die Aprilis Anno ixxiiii Rucasamo one",14_AUGUST_24,
,R,137,,Katherine Stretche to Bartholomew Stretch,,,,,,"The Ct of Crene t
 Thirefoyty comet, this defendant saving vnto her bill is wartidges, and not confessinge any of the contentes of the bill fore to
 pned and insifficients for this the complaynant intituleth him selfe to profecater his caused but as eyt e
 wen o by your lawe nor conscience may maiintaine, any acgon or sute for his electment, especully tayherea ete hs e
 that hee claymeth to be but resty asoe vse, and taketh vppon him the knowledge of the names of this pretende fe Ps thea
 that yf there haue been any such feofees, this sute should haue been comenced in the name of the heir of er or no
 heire there be, and yf there be no heir ther the sayd tenement shoe rather esheate ther be recouerable te all othisdefendt
 that by the bill yt is supposed that the plaintiff was eierted & expulred oute of seuerall roomes and chambers in aesual o his defendant
 of the same womes & Chambers, for all which deprtes and soncertainties and for fundry other Imperfeccions appering in the sild gndet theseeath
 ay abate, and that shebe dismissed with her costes. / And yf she be coven to farther Aunswere, the benefitt of the s and h a
 adwarteeges tio her salwayes saved, she saith that slong thfir before the fuymised feosu alledged to paut been renste ptity to aff t t
 strew and hir swielln whill appleynes one James Exaly of lynerick Indryant was seised of all the messradg sthoed v hefnt
 as of fee cardso being seised thereof died feised, after and by wosodethe the sayd messuadge defcended vnto William Ee of hmoee
 sayd Javes, by vertue whereof he entred into the sayd messnadge, And thenof swas seised in his demeste s of fer h a
 by his deer bering date xvᵒ die mensisn aprilis 1599 did sinfeofe the sayd Richard strede father to the plaintiff towene & h to N ho
 heires for euer, which estate was executed to the sayd Riceard after his supposed feol surmised to hare heermabethe d t
 Chapplotnes, and at the tyme of the sayd supposed Reotment by the same Richard stredch to the sayd Papplaines theehan
 whereof his might make any feofme. And the said Richard being seised of the said messudge by borth lofe
 by the said william Jalye, in consideracion of certayne sommes of moven to hsay paid by william ctone glot
 the said william poes of the sayd nessure &o yoe & to the at hm / and he haues foire
 the same lease in his demesne (as of fee And heoso being sife ore dmond gond
 ertige in the sase, of which agoy then said wiliam So Smn ad sti
 pryd of the comon place, according the como mann ed dnasd
 by entry of the refende, And aftersad sad te i saat eret
 Abone ill is somadded to h e n this defedants e
 gorde in sowling to the said Add noth nd tae defedt nt
 and presission of the sayd Eomond; asto ar lane refendant h
 Piharsnoch yy thim tendat he endel
 them frondes pur And the estate with the saydol
 heires by feost) made of the said Richard tff
 made any such Rebsn to thi said Capelan
 of the tyme of the sayd supposed feose all t
 sad, who nenerattordd to the said Ceapplaiynt",14_AUGUST_24,
,R,139,,Thomas Carrone and Joan his wife and Thomas Deise to Nicholas Weston,,,,,,"The answer of Thomas Carrull and John his wif and of Thomas Deise to the Bill of Nicholas Peston
 teisle savnge all advarntages to the Insuffitiency of the Bill and deienge that the said Janes dusst John Marchal and Raphe against whom the said Recouery
 the sid Mentioned is supposed to be had euer were seised of the said Meswage and garden with their appurtenances as by the Bill of supposed, They denyd so foate
 thes was any such Recovery and in Mannor as in the Bill is specified, or that ther was anny such Decouery And withall do deny that ths ddewas aary such
 deptent expeeside vppon the said Recouery to the vse of the compl as is suggestid They also deny that the said house and garden are of the yerlee value
 d xxiiij pound & Annum as is supposed And for answer they say that llange tyme befor the said decouery and beto the said Janes dinst and John Aurghall
 arr tuimse had in the said house and garden (yf any entrest therin they had) which the defendant do deny that the said William dusoloas intle seised therof
 as of his enheritans and beinge so seised for and Incensideracion of Monny vnto him by Parrick dyxon of Tullin Merchaunt befor haue payd, did by this
 a sume of
 did Indented hearinge date the xxᵗʰ day of September Anno domini 158 duly perfected by courte of lawe gyve graunt baryone and seil the said Thouse
 ad garden, with their appurtenan vnto walter Caltrim of dublin Merchaunt To haue and to hold the same to the sayd Bulter his heyande
 ussaynees for euer to thevse of the said Patrick his heyrs and assignees vppon condition that if the said William hisbeyrs or assignees chould pay
 or cause to be paid to the said Patrick his heyrs or assignees or to the said Walter his heyrs or assignees at one enther payment By or at thef
 ffiast of Sᵗ Andreve the Apostle then next enswinge the iust summe of iij and x poundes sted Curd Mony of England withowt frand or
 aven then the said deed, and the estat therby gyven to be voyd, as by the said dede More plainly may apere By Hurties of whichndes
 the said Salter was of the said house and garden anietly seised, and for that the said iij£ and x£ were not paid accordinge the said Condifler
 ns as pet are paid The said Bilter (contynued his seisen of the premisses and therof was quetly seased to the vse aforsaid A td
 deudene as of fe. And being so seised therof died seised, after and by whose death the same discondes to John Gathem as soesaadhopee
 to the said Walter : By whose Tirection and by the direction of the said Patrick the said Joard duered nto the said Goasa
 heof was quietly possessid And the said Thomas deysy sayth that the said Biulmam duse by consent of the said Patriul dppon the last of mMarch t o prdeased the knowselfe and shanler to the stae et vno d d th
 had to teears to begnat Angellard thea
 what the said William misse aany estat had n the said house it the tyme of the supposed fenment at anny efeeut
 ade by hem vnto the said Janes Sus and John Marghall or that they had any estates sad other by sre vdne gi he of eet
 cuises aforsaid) All which matters &od without that &",14_AUGUST_24,
,R,140,,Ullick mcRickerd and Mary Ny Rickerd to William mcRickerd,,,,,,"Thanswer of Blluck an Richard Andmary my Rickerd
 by the bill of william master Richard
 Shervnto Com the said Banck mn Rickerd and mary ny Rickaad whon saving all exceptiones which may by take
 to the reestdl of the bill for plea say that they nor any of them doe detayne or at any tyme detayned any
 Euence concering the Inheritant or any parte of the landes mencioned in the byll in maner and form as by
 The byllis camprised and of the said Vlenn had any evidences Concerning dromkyne or kyllo go hon ane
 Beally wye and cahir mencioned in the bill he might well Justifye the retayning of the same, for that
 The said Rickard Oge Boorke hath or to the plaintiff and to this defendant byfore his death Infelfed the
 &
 said Pluckard his heyres of the Cozer affore said and of the moytie of the reidue of the said
 standes and deliuered him sisen according by reason wherof the said Evidence should by abe goodes right betiu
 Nivorbe
 1559 to him if he had as to the plaintif t whoim the other (moyted deffended all which matters they are rore warers
 he s
 tne therefore priue t by dismissed or Tistesnt Hinb",14_AUGUST_24,
,R,143,,"John Morgan to Dudley Norton and Margaret his wife, exrs. of Roger Mainewaring deceased",,,,,,"Thawnsweare of John Morgan defe to the bill of dudley Marton
 Margaret his wyffe executors of the Testament of Roger manntraring deceased
 Therevnto Cemethe the sayde defendant & savinge all advantadges to thinsufficiencie & defectes of the bill for aunsweares
 therevnto saythe, wheare the defendant vppon his first Comynge into this Realme, by the Comawndment of the Cof the
 dincell in England in the fyfte yeare of the Raigne of the late prince of ffamous, memory kinge Edwarde the
 was appointed to exercise and suplie the Chardge and Rowme of master Smith, and then yt was ment that
 h showlde have (beside his owne entertainmet the allowance & pay of viijᵈ st pardiem for aman which throughe
 same auydent was mytted in the lettres patentes grawnted vnto the defendant vnder the greate Seale of England, and
 neutheles Contynued vnto him by Concordate euer sithens in this Realme by seuerall Governors, for the obtayninge
 whereof the defendant many tymes was forced to intreathe the pavor of officers and others, specially in the later gouernentes
 of Sir Henry Sydney knight of the most noble order pate deputie of this Rearme in whose Governer the some of
 lxxiij£ xvˢ iiijest of the paye aforesayde beinge arered & vnpayed vnto the defendant Roger Manneringe the ervant
 vnto the sayd Sir Henry promised to gett the sayd somme vnto the defendant and semed to labor carefully therin for wih
 the defendant beinge son helf ment to gratifie him your good sorte, but wovehald ie Conerectie beinge
 grawnted by the sayd Ldeputie & Cowncell then beinge dated the xiijᵗʰ of nichalmas W had say
 wich sheld from the defendant vntyll december ensuinge & then allso withowt the pryvitie or consent of the defeendane of
 viijᵈ Ir per diem for viijᵈs to the defendant lesses then & after in the lyffe of the sayd Joyer of Svipster & temp
 gott in the same sorte into his handes Clxiiij£ xvˢ I did not onolie msin vnonsmonablie of his owas the
 
 thrvere detaine vnto his owne vse him respecte of his pretended travay to aet the same) the some aforsayd e
 wholie except : wlyast but allso with ife vngoolie practise, some tereate of marlach det s es
 vnto hym of the sayd paye of viijᵈ perdieiiij duhyle the same sye d vnto thsdefedta af the ae
 a wrytinge contayninge a prawnt t etrs of e tyhighe ousde ye doy ate eyein hadys ne hed
 payed, & further inveigled the defendant to be bownde in bynd of C£ srmance of the same hs
 as his lyfe he receued not withstandinge that thes defendant sah th sisefehesaid enge teandteodant
 wiy sithence hathe admynyshed the sayd Rotis fre aen has seas so hes told them that e ee
 slayne thereof vnto your sayd & other nr they not eauely han is sated in the segen of thsddefendant
 which ad vppon which bonde this saite in brought but not mayntonable in heynyis rhis defend
 by the sayd bond chardged for severcethal his lieet forn the sayd pre bnge o
 beinge or in the defendant to be grabnted has id fre this tond o ne thend nn oee d
 is arde Gerandlie of uowe
 (hefor his sard dealinge in th wan ee ot
 Am yf yt ware gradnted at hyme o mi aon
 de e he th ee the es e te se e he oe th as s e
 r A iefend",14_AUGUST_24,
,R,152,,"Ann Fleming, admrix. of George Fleming deceased to Edward Williams)",,,,,,"The aunswere of Ann fflemnche to the bill of Complainte of our
 W6 Tatrix of Peorer ffleriis d
 Eaward williamet Comp̅lt.
 sefenda sabune to her selfe all advantates of excepcion that mane be taken to the ance tauntesh and insuffcine
 sid bill for aunswer saith that she thinketh it to be true that George ffleminge in the bill named did t
 dsest bn his bond obligatorie to owe and be indepted vnto the plaintiff in the som of two hundred nynte and
 then the bull mencioned but this defendant saith that the said bond of 292£ Ster was for the paiement)
 cendiconed
 t te e et t e t e e e et the e
 atreade vpon betweene the plaintiff and the said George in the Condicion of the said bonde rbt
 mencions
 mbere of wih some of And hundred forty six poundes the said Gheorge did in his lif tgs heaue
 in the handes of others the som of ffowerscore and eight poundes welve shillinges tehter engase
 fode seyetheto make ebidentlie appeare vnto this honnorable Court by acquittances of the plaintif h
 heeae other proffes To as for the remaine vnpaied of the said some of 146. ler being fort
 t the said defendant saith that thee doth verly hinke hhee hath in her handes somurch
 E amuch as will paie any thinge the plaintiff can Justly de maund by his bill but to sett forthe
 oneryshe knowe th not: without that that the said George ffleming was euer required to tay
 d ndt thinet in regard the said som of .292£ was acknowledged by the said Georges
 fffees is the defendant is nformed) And without that the said Comp̅lt hath at any tiue
 lt
 of 29 of the said defendant And without that that the plaintiff hath sustained domad
 e therto by reason of the non payment of that which is iustly due and vnpaied to
 that that any other matter matteriall &c All which matters &c hno
 to b desmissed with her costes &c
 e sers Ahringe Miier Arto d Nohade",14_AUGUST_24,
,R,182,,John fitzGerrald als Williams to Katherine Geygan als Fyssher,,,,,,"T the nsary John fa reke alas williams fither
 Byll of Pr Gerger alias fysshiere
 sf whervnto comety the saide John smerage h excepco or te s insffcioning of the byll and
 Jnrihdation of the Court, and saith that for as in his Complts maketh not sufficient title
 to the lande in question from the said Hefassye as thenge or assigne to the said
 Henry nor shoveth not what estate the said Henry on comlant hath or hadtherin
 therfor the said bill is void, and the defendan to be dddmissed with his costes, and being
 further dryven to answere he saith that this cwmp re of late comenseed wite before
 your honnors against one gynken heyre of cramler for stayen yarreare if Rent due vpon
 ademise made by indenture to the said Hynken by the said nowe defendant ich saide
 in the said lawe
 gynken did pray in and of the said complaynt could not shoue any your matter
 to Condr, and for as whice as nether the said gymbey. nor, yett the said complaynant coulde
 not showe any good matter to avoid the said nowe defendant therfor at was decreed
 by your honnor that the samd nowe defend should Recouer his demand as bt
 said dare reddy to be shived may apperte, and for as mich as the plaintiffeff
 hath not shover any sufficient tikell in hir byll other benable
 this fort oe yett to Reuerse the said decre the defendant py therof
 cause to be dismissed with his wwsy further saith that in the said
 with it appered that the said kather in had an husb called Johe
 his ett lyving wher also the said foit ought to abate e
 ae in the fdant",14_AUGUST_24,
